Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.271,0.483,0.265,1.409,35.18,0.737,1,3,0.982,0
0.244,0.356,0.894,3.75,30.37,0.462,1,2,0.855,5
0.572,0.607,0.096,3.196,28.41,0.413,0,1,0.069,0
0.134,0.316,0.411,3.985,32.48,0.771,1,1,0.144,3
0.322,0.369,0.407,1.915,35.55,0.104,0,3,0.262,5
0.403,0.392,0.888,2.321,32.22,0.592,0,3,0.775,4
0.436,0.272,0.215,2.173,35.54,0.655,1,1,0.714,3
0.537,0.547,0.645,4.549,29.44,0.391,0,1,0.631,6
0.313,0.129,0.134,1.605,35.15,0.005,1,1,0.912,5
0.468,0.365,0.954,3.66,27.13,0.419,1,0,0.036,2
0.451,0.472,0.593,1.041,29.59,0.123,1,3,0.161,6
0.429,0.589,0.626,3.383,30.94,0.45,0,3,0.19,0
0.484,0.576,0.434,1.1,32.53,0.591,1,2,0.06,1
0.256,0.336,0.342,1.627,28.94,0.425,1,2,0.618,4
0.151,0.422,0.213,1.331,35.24,0.505,0,4,0.21,3
0.172,0.262,0.604,2.43,35.03,0.083,1,1,0.483,6
0.235,0.31,0.955,2.416,33.99,0.078,1,1,0.685,5
0.4,0.59,0.36,4.684,27.14,0.681,0,4,0.595,0
0.604,0.606,0.883,1.861,26.78,0.039,0,3,0.29,2
0.521,0.583,0.149,1.206,30.98,0.227,1,1,0.414,2
0.573,0.099,0.936,3.637,33.65,0.75,0,2,0.34,4
0.311,0.554,0.35,4.031,27.23,0.367,1,0,0.852,6
0.343,0.617,0.38,2.186,32.41,0.54,0,3,0.42,3
0.336,0.241,0.463,3.633,31.28,0.177,1,0,0.062,2
0.215,0.342,0.718,4.447,33.26,0.216,0,0,0.619,0
0.137,0.509,0.72,2.433,30.35,0.407,1,4,0.198,3
0.455,0.37,0.48,3.269,32.93,0.51,0,0,0.339,0
0.694,0.646,0.523,1.489,27.6,0.768,0,1,0.328,2
0.2,0.302,0.03,0.911,28.15,0.46,1,4,0.072,0
0.128,0.467,0.304,5.412,35.03,0.077,1,2,0.951,2
0.568,0.517,0.346,2.209,29.29,0.294,1,0,0.547,1
0.252,0.326,0.559,2.111,35.86,0.195,1,1,0.156,3
0.598,0.558,0.558,5.374,26.46,0.204,0,1,0.556,6
0.522,0.36,0.71,4.223,30.96,0.404,1,2,0.452,0
0.667,0.273,0.717,3.551,29.25,0.253,0,4,0.345,3
0.345,0.079,0.235,4.087,35.96,0.231,0,4,0.472,0
0.497,0.262,0.77,4.137,35.9,0.774,0,4,0.67,6
0.379,0.48,0.02,4.388,28.35,0.467,1,2,0.2,2
0.478,0.6,0.716,1.116,28.67,0.209,1,2,0.538,2
0.37,0.171,0.102,2.74,33.5,0.221,1,2,0.813,1
0.213,0.237,0.73,2.187,34.9,0.649,1,4,0.222,0
0.405,0.109,0.527,1.132,32.64,0.709,0,0,0.516,1
0.417,0.452,0.437,2.739,34.65,0.543,1,2,0.966,0
0.586,0.625,0.691,3.696,26.63,0.345,0,2,0.801,1
0.541,0.42,0.036,1.639,32.41,0.612,0,4,0.593,3
0.498,0.405,0.223,2.234,33.0,0.75,0,2,0.749,6
0.168,0.364,0.616,3.804,27.9,0.133,0,0,0.526,5
0.532,0.067,0.847,3.523,33.78,0.689,0,4,0.987,2
0.4,0.477,0.381,4.883,35.44,0.679,0,2,0.169,0
0.636,0.395,0.259,4.519,34.98,0.293,1,2,0.72,6
0.652,0.433,0.519,5.338,28.45,0.233,0,3,0.006,4
0.133,0.585,0.622,3.607,29.24,0.452,0,3,0.126,4
0.592,0.512,0.42,4.083,31.0,0.218,1,1,0.722,2
0.123,0.51,0.877,4.844,27.58,0.116,0,1,0.759,4
0.32,0.603,0.523,4.748,35.54,0.762,0,2,0.039,4
0.425,0.644,0.036,4.178,27.62,0.393,1,3,0.334,4
0.189,0.382,0.223,3.151,33.61,0.378,0,1,0.118,1
0.548,0.08,0.451,2.084,29.41,0.101,1,4,0.89,1
0.105,0.304,0.698,4.923,31.74,0.403,1,3,0.454,0
0.201,0.514,0.22,4.45,26.47,0.594,0,0,0.443,5
0.448,0.028,0.976,4.738,28.05,0.198,1,0,0.824,1
0.529,0.046,0.319,1.462,30.44,0.295,1,0,0.695,3
0.65,0.053,0.532,2.28,32.77,0.143,0,0,0.922,6
0.523,0.478,0.019,2.797,33.78,0.284,1,3,0.939,6
0.503,0.331,0.885,4.74,26.3,0.689,1,4,0.313,0
0.337,0.246,0.789,4.997,27.52,0.19,0,0,0.648,6
0.101,0.078,0.195,2.139,33.3,0.024,1,4,0.542,4
0.172,0.479,0.933,4.026,34.13,0.429,0,1,0.596,4
0.421,0.215,0.316,1.166,28.37,0.464,0,1,0.625,2
0.505,0.18,0.692,2.725,28.3,0.263,0,2,0.06,6
0.35,0.427,0.819,3.087,26.88,0.513,0,3,0.895,6
0.538,0.368,0.741,4.398,27.5,0.03,1,0,0.14,0
0.413,0.242,0.918,4.992,26.08,0.272,0,4,0.424,4
0.145,0.421,0.864,2.385,31.9,0.116,0,4,0.292,1
0.215,0.184,0.995,3.28,35.04,0.184,1,3,0.554,4
0.604,0.519,0.183,3.843,27.5,0.306,0,1,0.961,6
0.535,0.157,0.305,2.345,33.51,0.395,0,3,0.412,4
0.637,0.112,0.636,5.432,31.74,0.075,0,4,0.603,2
0.171,0.511,0.733,4.916,35.4,0.081,0,3,0.141,6
0.694,0.463,0.535,2.193,33.98,0.539,0,1,0.463,4
0.226,0.127,0.074,3.187,34.53,0.323,0,1,0.916,3
0.107,0.084,0.842,1.885,32.39,0.141,0,0,0.932,6
0.698,0.547,0.961,3.218,34.11,0.188,0,0,0.546,3
0.269,0.507,0.406,4.012,29.51,0.576,1,0,0.769,4
0.501,0.219,0.225,1.202,28.09,0.041,1,1,0.003,6
0.206,0.431,0.019,4.89,35.13,0.407,0,4,0.532,4
0.448,0.089,0.237,3.591,33.34,0.288,1,0,0.732,3
0.642,0.335,0.7,5.451,26.91,0.649,0,3,0.33,1
0.292,0.022,0.912,0.92,34.67,0.632,1,4,0.901,0
0.502,0.261,0.094,4.708,29.49,0.551,1,2,0.78,6
0.213,0.058,0.553,4.522,28.98,0.308,1,0,0.77,3
0.475,0.314,0.696,1.424,32.23,0.505,0,2,0.021,2
0.302,0.28,0.276,2.376,31.69,0.512,0,0,0.184,3
0.227,0.294,0.57,4.959,31.38,0.266,1,4,0.714,0
0.288,0.039,0.715,3.237,28.55,0.704,0,2,0.562,3
0.207,0.241,0.838,2.686,35.6,0.788,0,1,0.578,6
0.641,0.494,0.452,5.056,35.5,0.252,1,0,0.015,5
0.338,0.246,0.748,1.239,26.04,0.641,1,3,0.442,0
0.247,0.468,0.302,3.024,29.38,0.401,0,2,0.786,1
0.369,0.246,0.213,3.866,26.46,0.371,1,3,0.664,1
0.292,0.281,0.187,3.66,34.5,0.309,0,2,0.572,4
0.547,0.371,0.359,2.042,34.87,0.234,0,4,0.697,1
0.683,0.618,0.036,3.448,31.18,0.736,0,3,0.851,3
0.363,0.08,0.283,4.13,34.4,0.593,0,0,0.85,2
0.617,0.031,0.652,3.549,33.03,0.353,0,1,0.456,3
0.44,0.399,0.648,4.017,31.0,0.601,1,4,0.308,1
0.194,0.617,0.074,2.004,29.64,0.575,1,2,0.366,2
0.514,0.643,0.287,4.714,28.66,0.214,1,0,0.521,1
0.408,0.32,0.57,2.914,28.59,0.141,1,2,0.089,0
0.49,0.31,0.319,5.44,31.62,0.669,1,3,0.591,3
0.634,0.423,0.418,0.909,27.67,0.649,1,3,0.453,2
0.364,0.366,0.713,2.587,27.75,0.797,1,1,0.759,5
0.641,0.416,0.009,1.648,26.1,0.015,0,3,0.274,6
0.55,0.569,0.276,3.411,32.13,0.432,0,4,0.066,4
0.393,0.488,0.142,1.943,35.94,0.561,1,2,0.895,6
0.462,0.328,0.128,4.266,34.89,0.466,0,2,0.068,2
0.295,0.306,0.959,4.945,33.06,0.568,1,4,0.927,2
0.69,0.419,0.377,1.791,33.86,0.11,0,3,0.497,5
0.5,0.302,0.527,1.555,30.17,0.001,0,3,0.056,5
0.126,0.303,0.734,4.914,28.98,0.074,0,4,0.126,2
0.296,0.02,0.047,2.498,29.69,0.304,0,1,0.533,4
0.474,0.121,0.241,2.843,26.81,0.263,1,0,0.016,2
0.134,0.323,0.832,1.839,32.34,0.699,1,0,0.915,3
0.114,0.536,0.862,2.799,27.75,0.067,1,3,0.796,2
0.37,0.188,0.373,1.887,33.63,0.354,1,0,0.505,1
0.3,0.344,0.375,3.93,27.9,0.766,0,0,0.926,2
0.363,0.231,0.757,3.145,28.28,0.402,1,0,0.26,2
0.258,0.077,0.295,4.504,35.57,0.106,0,3,0.853,4
0.199,0.623,0.117,2.27,27.05,0.233,0,2,0.805,0
0.513,0.557,0.258,3.176,30.99,0.501,1,3,0.582,6
0.409,0.06,0.387,2.02,26.63,0.01,0,3,0.319,6
0.22,0.471,0.052,5.192,26.9,0.774,1,1,0.558,4
0.292,0.232,0.479,3.253,32.34,0.454,1,1,0.957,4
0.455,0.647,0.74,1.615,32.31,0.563,1,3,0.085,6
0.143,0.204,0.514,2.082,27.93,0.399,1,4,0.201,6
0.188,0.163,0.072,1.19,34.72,0.766,1,4,0.644,2
0.144,0.373,0.44,0.931,33.02,0.471,0,1,0.678,5
0.587,0.544,0.709,3.272,29.01,0.53,1,1,0.164,0
0.551,0.133,0.058,2.384,28.48,0.689,1,2,0.806,4
0.552,0.464,0.06,5.33,33.54,0.689,1,1,0.928,1
0.53,0.049,0.371,1.605,33.34,0.023,0,0,0.08,0
0.502,0.598,0.195,4.531,27.49,0.227,1,3,0.974,5
0.386,0.062,0.935,2.285,29.49,0.197,1,3,0.281,4
0.485,0.595,0.581,1.851,28.17,0.005,0,3,0.309,2
0.123,0.324,0.287,5.357,28.94,0.701,0,2,0.045,5
0.473,0.297,0.705,4.572,28.88,0.254,0,2,0.497,1
0.567,0.633,0.375,3.764,35.76,0.278,0,0,0.955,6
0.4,0.644,0.132,4.076,33.5,0.08,0,3,0.161,5
0.315,0.426,0.237,5.459,33.8,0.792,0,0,0.577,0
0.266,0.091,0.643,3.588,28.77,0.661,1,1,0.274,5
0.486,0.334,0.052,1.279,26.01,0.457,0,3,0.019,6
0.516,0.349,0.273,1.105,26.58,0.618,1,0,0.987,1
0.623,0.339,0.208,3.933,31.53,0.622,1,2,0.716,3
0.305,0.374,0.201,3.891,28.85,0.525,0,2,0.735,4
0.562,0.022,0.683,4.316,27.93,0.139,0,2,0.663,2
0.437,0.465,0.826,1.311,26.5,0.576,0,0,0.144,5
0.63,0.466,0.716,5.241,34.76,0.456,1,0,0.207,5
0.417,0.084,0.646,3.39,32.0,0.579,1,0,0.386,3
0.411,0.375,0.916,3.853,27.07,0.435,1,4,0.995,6
0.447,0.374,0.058,0.964,33.66,0.765,1,3,0.673,2
0.55,0.447,0.167,5.317,33.56,0.502,1,4,0.442,4
0.679,0.065,0.414,3.444,28.89,0.459,0,4,0.485,5
0.144,0.411,0.372,3.448,27.88,0.674,0,1,0.922,3
0.132,0.19,0.418,5.235,34.14,0.303,1,1,0.196,6
0.663,0.334,0.206,5.168,29.3,0.253,0,2,0.321,0
0.418,0.505,0.15,1.835,34.47,0.403,0,4,0.371,3
0.469,0.462,0.509,5.176,26.44,0.468,1,1,0.898,6
0.389,0.086,0.928,4.262,30.99,0.176,0,4,0.777,5
0.156,0.388,0.392,0.889,27.8,0.546,1,3,0.591,5
0.561,0.63,0.043,1.927,32.72,0.642,1,4,0.315,0
0.548,0.11,0.706,2.741,35.97,0.462,0,2,0.202,0
0.287,0.556,0.291,3.539,30.13,0.418,1,0,0.331,2
0.284,0.46,0.245,4.096,27.0,0.236,1,2,0.929,1
0.603,0.505,0.324,1.788,29.18,0.728,0,4,0.91,1
0.143,0.19,0.724,4.732,34.92,0.604,0,4,0.422,5
0.629,0.194,0.819,4.775,33.66,0.384,0,0,0.326,0
0.254,0.59,0.588,3.784,28.32,0.527,0,2,0.885,4
0.456,0.24,0.322,5.129,35.54,0.27,1,2,0.446,1
0.662,0.05,0.31,4.621,32.22,0.048,0,4,0.039,1
0.507,0.394,0.124,1.842,27.68,0.163,0,3,0.346,6
0.349,0.09,0.933,4.554,31.72,0.064,0,1,0.607,4
0.514,0.52,0.638,5.28,30.51,0.407,1,4,0.945,2
0.306,0.421,0.027,1.447,34.2,0.498,1,4,0.425,0
0.266,0.57,0.662,5.4,29.44,0.304,0,1,0.24,6
0.698,0.512,0.447,0.917,34.75,0.424,1,0,0.384,6
0.55,0.082,0.973,3.254,34.12,0.068,0,4,0.057,6
0.487,0.254,0.819,4.437,32.75,0.616,1,3,0.899,5
0.313,0.506,0.171,4.515,28.59,0.026,1,0,0.033,3
0.129,0.277,0.72,4.253,35.7,0.508,1,0,0.001,3
0.119,0.632,0.486,3.288,31.49,0.347,0,0,0.614,6
0.433,0.481,0.187,3.86,35.08,0.147,0,4,0.154,0
0.557,0.02,0.699,4.09,28.16,0.418,1,0,0.296,2
0.422,0.573,0.547,3.124,35.83,0.625,1,2,0.491,5
0.604,0.075,0.03,3.6,34.16,0.331,0,4,0.792,3
0.12,0.1,0.647,4.778,35.49,0.294,0,4,0.388,5
0.32,0.48,0.635,2.271,28.12,0.114,1,1,0.957,5
0.242,0.564,0.144,3.259,30.31,0.476,0,0,0.453,1
0.368,0.353,0.349,0.84,26.98,0.662,0,4,0.92,6
0.143,0.195,0.586,4.031,27.37,0.449,1,3,0.452,2
0.672,0.235,0.139,1.718,28.84,0.132,1,3,0.516,4
0.234,0.229,0.853,3.061,35.52,0.529,0,4,0.958,0
0.653,0.219,0.027,1.788,32.67,0.024,0,4,0.675,3
0.356,0.165,0.103,0.911,29.15,0.67,1,3,0.149,6
0.691,0.4,0.116,3.071,35.55,0.737,1,3,0.599,0
0.432,0.586,0.528,2.797,33.4,0.478,0,2,0.225,4
0.658,0.207,0.62,2.798,35.07,0.705,1,3,0.31,3
0.103,0.129,0.404,1.781,35.27,0.068,1,2,0.838,0
0.549,0.547,0.289,5.252,33.51,0.183,1,4,0.682,4
0.642,0.485,0.809,0.816,28.43,0.254,0,0,0.287,1
0.184,0.606,0.068,4.99,35.97,0.619,1,0,0.005,4
0.158,0.116,0.28,4.263,29.25,0.387,0,1,0.531,2
0.355,0.102,0.039,1.609,32.72,0.279,1,2,0.25,2
0.66,0.357,0.014,3.019,34.45,0.126,1,3,0.028,4
0.425,0.403,0.353,5.448,27.75,0.649,0,2,0.063,5
0.416,0.317,0.195,3.825,32.09,0.016,0,1,0.673,5
0.185,0.393,0.268,1.399,29.75,0.27,0,1,0.414,1
0.1,0.125,0.821,2.951,28.44,0.194,1,2,0.262,0
0.586,0.317,0.163,3.001,26.12,0.103,0,3,0.88,6
0.153,0.431,0.78,4.571,34.72,0.138,1,4,0.825,0
0.48,0.287,0.675,5.106,27.36,0.395,0,4,0.466,6
0.649,0.445,0.326,1.187,34.78,0.341,0,4,0.276,6
0.225,0.299,0.547,2.276,32.01,0.415,1,1,0.507,1
0.499,0.224,0.444,2.203,32.21,0.582,1,2,0.753,3
0.147,0.204,0.128,5.481,34.29,0.714,0,1,0.011,4
0.462,0.273,0.907,3.428,31.09,0.095,1,3,0.613,2
0.198,0.025,0.57,4.935,29.57,0.066,0,0,0.71,6
0.542,0.438,0.88,2.802,27.39,0.256,0,1,0.817,6
0.281,0.551,0.824,4.197,31.7,0.437,0,3,0.217,2
0.378,0.237,0.08,2.147,31.53,0.08,0,3,0.203,2
0.46,0.039,0.207,5.085,28.94,0.573,0,3,0.216,5
0.203,0.642,0.145,2.939,32.0,0.445,0,0,0.931,5
0.545,0.179,0.831,4.578,30.39,0.599,0,4,0.141,6
0.282,0.091,0.862,2.002,34.06,0.286,1,2,0.765,0
0.497,0.247,0.528,4.06,31.59,0.321,1,1,0.987,6
0.195,0.483,0.104,2.704,35.34,0.646,1,0,0.946,0
0.513,0.198,0.136,0.948,31.18,0.214,0,3,0.41,6
0.177,0.378,0.814,2.741,34.87,0.305,0,0,0.839,1
0.355,0.276,0.929,3.385,31.21,0.011,1,1,0.67,3
0.248,0.085,0.199,1.513,31.58,0.444,0,2,0.868,5
0.549,0.221,0.011,1.664,29.67,0.681,1,1,0.161,4
0.257,0.474,0.331,2.985,30.0,0.022,0,0,0.765,6
0.629,0.402,0.03,2.411,35.33,0.491,1,3,0.587,2
0.635,0.087,0.828,2.871,28.23,0.676,0,3,0.54,1
0.218,0.115,0.492,2.966,27.21,0.395,0,4,0.729,3
0.468,0.42,0.642,1.458,34.3,0.25,0,4,0.273,0
0.153,0.531,0.411,1.652,31.77,0.797,1,2,0.075,2
0.335,0.234,0.346,4.786,28.85,0.052,1,2,0.502,4
0.528,0.391,0.222,1.565,30.32,0.168,0,4,0.302,5
0.496,0.119,0.771,3.93,31.25,0.708,0,4,0.256,2
0.475,0.209,0.696,2.767,31.92,0.238,0,1,0.999,2
0.27,0.023,0.361,5.351,34.21,0.656,1,1,0.198,4
0.327,0.502,0.321,1.111,29.94,0.267,1,3,0.236,5
0.162,0.267,0.001,4.703,32.77,0.65,0,3,0.334,1
0.531,0.532,0.064,3.11,34.35,0.549,0,4,0.497,4
0.402,0.463,0.623,0.825,34.44,0.375,1,1,0.869,5
0.525,0.54,0.515,2.039,28.54,0.418,1,4,0.176,5
0.249,0.193,0.435,2.716,29.5,0.142,0,4,0.616,4
0.295,0.128,0.828,2.277,31.95,0.093,0,2,0.369,0
0.301,0.632,0.504,2.504,34.86,0.574,0,4,0.797,6
0.115,0.469,0.384,5.108,33.9,0.679,1,3,0.602,1
0.305,0.544,0.161,2.496,31.84,0.578,0,2,0.795,1
0.582,0.018,0.821,2.768,35.84,0.73,0,1,0.855,6
0.638,0.237,0.576,4.377,30.39,0.712,1,3,0.912,3
0.411,0.485,0.092,4.531,34.42,0.623,0,0,0.996,3
0.373,0.06,0.649,1.195,34.18,0.719,0,1,0.619,0
0.118,0.373,0.425,4.109,35.08,0.134,0,0,0.638,5
0.628,0.285,0.811,3.068,35.88,0.585,1,3,0.141,0
0.108,0.021,0.919,1.429,30.96,0.603,0,1,0.105,3
0.667,0.161,0.6,2.044,27.96,0.123,1,0,0.488,3
0.394,0.192,0.732,1.012,30.61,0.728,0,0,0.694,1
0.305,0.082,0.057,2.493,34.54,0.007,0,1,0.248,3
0.655,0.414,0.56,2.0,34.36,0.348,0,4,0.327,4
0.115,0.165,0.755,2.596,29.36,0.017,1,3,0.7,6
0.449,0.188,0.497,3.528,26.47,0.419,1,3,0.212,5
0.429,0.585,0.594,4.242,31.1,0.33,1,2,0.521,2
0.232,0.309,0.899,3.645,30.74,0.498,0,1,0.539,4
0.357,0.261,0.198,3.988,26.86,0.613,0,3,0.917,5
0.491,0.473,0.098,4.869,33.95,0.615,0,0,0.402,3
0.536,0.592,0.691,4.907,28.84,0.578,1,1,0.211,2
0.1,0.026,0.823,4.845,32.46,0.082,0,0,0.174,0
0.662,0.297,0.85,1.52,27.01,0.334,1,1,0.293,6
0.199,0.401,0.642,1.98,34.61,0.653,1,0,0.279,3
0.24,0.214,0.833,3.161,33.39,0.523,1,0,0.75,3
0.258,0.504,0.701,2.486,29.88,0.545,1,1,0.594,0
0.123,0.632,0.087,1.419,32.29,0.182,0,2,0.682,3
0.174,0.614,0.762,2.152,27.87,0.26,0,0,0.63,2
0.692,0.18,0.179,5.385,35.85,0.765,0,1,0.481,0
0.289,0.155,0.237,2.431,33.96,0.678,1,4,0.928,0
0.169,0.623,0.395,2.769,33.89,0.132,1,4,0.817,1
0.164,0.304,0.315,0.83,27.53,0.436,0,2,0.211,6
0.532,0.143,0.322,4.181,26.18,0.392,0,1,0.424,3
0.613,0.462,0.169,2.744,31.85,0.355,0,2,0.288,1
0.254,0.192,0.294,1.285,27.44,0.376,1,0,0.746,2
0.113,0.181,0.02,5.352,33.8,0.514,0,4,0.344,5
0.234,0.573,0.473,4.454,30.16,0.774,1,2,0.64,2
0.134,0.114,0.769,4.213,29.39,0.7,0,0,0.292,0
0.162,0.051,0.862,5.302,26.74,0.7,1,4,0.172,1
0.359,0.182,0.82,2.715,35.96,0.563,0,2,0.009,3
0.238,0.398,0.416,4.177,35.56,0.014,0,0,0.995,6
0.41,0.089,0.73,1.769,27.32,0.352,0,3,0.22,2
0.252,0.312,0.288,4.076,29.33,0.409,1,4,0.832,1
0.664,0.411,0.056,0.866,29.91,0.674,0,0,0.822,0
0.644,0.553,0.676,1.394,28.97,0.738,1,3,0.236,6
0.44,0.157,0.649,2.799,35.34,0.361,0,2,0.416,6
0.313,0.533,0.802,0.857,33.21,0.24,1,3,0.836,4
0.329,0.16,0.616,2.971,35.56,0.27,0,4,0.69,0
0.347,0.443,0.157,3.257,34.75,0.463,0,1,0.37,5
0.537,0.286,0.853,3.722,33.55,0.22,0,2,0.949,0
0.371,0.083,0.627,1.272,32.97,0.729,0,3,0.342,1
0.614,0.467,0.808,1.651,34.66,0.335,0,0,0.212,4
0.666,0.149,0.774,3.682,32.84,0.792,0,1,0.147,3
0.302,0.123,0.298,3.893,27.89,0.088,0,1,0.701,6
0.436,0.239,0.075,0.922,32.48,0.15,1,2,0.029,0
0.157,0.428,0.177,3.34,31.15,0.409,1,3,0.846,0
0.22,0.16,0.093,4.489,35.82,0.695,1,4,0.304,4
0.348,0.128,0.243,1.125,31.1,0.283,0,3,0.37,3
0.224,0.016,0.46,2.742,26.38,0.67,1,3,0.802,0
0.626,0.312,0.907,2.335,28.64,0.34,1,2,0.814,0
0.195,0.284,0.872,5.094,35.17,0.682,1,2,0.4,1
0.373,0.16,0.719,1.673,35.62,0.222,1,0,0.554,5
0.463,0.044,0.024,2.296,33.28,0.378,0,4,0.679,1
0.515,0.285,0.341,5.023,26.57,0.223,1,2,0.689,2
0.33,0.514,0.682,2.354,26.24,0.172,1,0,0.534,1
0.621,0.468,0.129,3.297,30.8,0.337,0,1,0.844,6
0.441,0.561,0.801,0.955,36.0,0.268,1,0,0.841,6
0.364,0.016,0.915,5.429,34.69,0.63,0,4,0.849,3
0.14,0.629,0.354,4.677,35.33,0.598,1,0,0.268,2
0.379,0.229,0.706,3.782,32.24,0.287,0,0,0.257,1
0.592,0.644,0.148,1.086,34.59,0.794,0,2,0.14,4
0.469,0.172,0.691,1.152,29.2,0.779,1,4,0.826,1
0.599,0.312,0.021,3.361,26.27,0.734,0,0,0.061,5
0.396,0.237,0.151,2.14,35.18,0.469,0,3,0.135,1
0.171,0.238,0.71,3.727,28.18,0.33,0,0,0.926,5
0.108,0.549,0.712,3.612,33.28,0.25,1,1,0.125,1
0.282,0.488,0.641,4.742,32.59,0.012,0,1,0.121,5
0.519,0.645,0.477,2.122,27.58,0.505,1,0,0.909,0
0.574,0.403,0.675,3.516,27.96,0.443,1,0,0.31,5
0.277,0.306,0.774,4.454,29.29,0.504,0,3,0.881,4
0.397,0.068,0.966,3.107,33.57,0.461,0,0,0.378,2
0.353,0.648,0.889,4.704,26.39,0.11,1,2,0.374,6
0.346,0.363,0.795,1.417,30.07,0.556,1,4,0.135,0
0.239,0.458,0.695,4.249,32.65,0.288,0,3,0.919,4
0.182,0.27,0.574,5.232,27.71,0.413,1,0,0.762,2
0.218,0.361,0.121,2.36,27.19,0.293,1,2,0.226,5
0.133,0.613,0.166,2.522,29.9,0.018,0,0,0.728,1
0.219,0.117,0.82,1.193,28.87,0.701,1,3,0.104,0
0.106,0.197,0.803,3.815,32.49,0.119,1,3,0.524,2
0.476,0.107,0.614,3.397,35.7,0.466,0,1,0.254,1
0.29,0.517,0.439,0.99,26.04,0.707,1,1,0.851,0
0.684,0.05,0.026,4.335,35.02,0.177,0,0,0.511,2
0.216,0.062,0.327,4.698,30.33,0.33,0,4,0.921,2
0.307,0.201,0.421,5.063,32.64,0.302,0,2,0.585,0
0.315,0.339,0.486,3.365,34.51,0.071,0,1,0.504,0
0.105,0.27,0.929,2.927,31.73,0.339,0,1,0.694,6
0.604,0.039,0.109,4.918,26.97,0.384,0,4,0.784,5
0.119,0.623,0.519,2.674,27.41,0.021,1,3,0.015,6
0.664,0.62,0.368,3.881,33.89,0.391,0,0,0.522,5
0.635,0.189,0.99,3.692,28.29,0.075,1,0,0.776,2
0.421,0.478,0.862,2.549,31.69,0.714,1,2,0.407,3
0.426,0.38,0.439,1.208,30.28,0.52,1,4,0.045,1
0.492,0.162,1.0,0.901,29.04,0.045,0,4,0.018,2
0.332,0.178,0.514,2.813,33.87,0.662,0,4,0.794,0
0.488,0.324,0.167,3.062,33.31,0.289,0,3,0.198,2
0.127,0.278,0.556,4.667,32.46,0.18,1,4,0.175,0
0.132,0.196,0.226,2.748,29.73,0.203,0,3,0.29,1
0.374,0.527,0.636,2.121,28.26,0.478,1,0,0.102,5
0.43,0.318,0.937,2.972,31.16,0.065,0,3,0.053,6
0.633,0.429,0.786,1.919,34.17,0.047,1,0,0.872,0
0.163,0.131,0.273,1.229,31.76,0.502,0,2,0.303,0
0.594,0.351,0.297,1.331,35.7,0.786,1,4,0.582,3
0.226,0.214,0.069,2.3,26.15,0.387,0,2,0.858,5
0.336,0.347,0.286,0.86,35.98,0.331,0,4,0.977,6
0.29,0.51,0.093,1.835,32.91,0.758,0,2,0.688,0
0.34,0.502,0.499,4.501,34.33,0.193,0,1,0.95,4
0.19,0.237,0.708,1.903,29.35,0.192,1,1,0.424,6
0.402,0.454,0.751,1.32,31.08,0.724,0,3,0.79,4
0.581,0.612,0.06,5.261,33.97,0.518,1,2,0.938,3
0.365,0.41,0.34,3.726,33.61,0.043,1,4,0.053,1
0.394,0.105,0.288,1.082,29.34,0.539,1,0,0.317,1
0.609,0.445,0.104,1.093,29.24,0.656,0,3,0.74,6
0.524,0.077,0.362,3.677,32.63,0.219,0,3,0.315,0
0.394,0.568,0.299,3.339,35.34,0.306,0,1,0.017,3
0.255,0.341,0.634,1.121,30.39,0.158,0,2,0.807,5
0.631,0.256,0.883,1.854,29.53,0.507,0,2,0.165,3
0.446,0.046,0.455,5.167,34.95,0.531,1,3,0.321,3
0.233,0.254,0.747,3.488,32.83,0.055,0,1,0.911,4
0.261,0.588,0.146,2.87,29.88,0.542,0,0,0.209,5
0.582,0.023,0.895,1.976,26.57,0.527,0,1,0.895,1
0.126,0.314,0.153,1.428,33.21,0.028,1,2,0.423,5
0.695,0.606,0.192,2.692,29.53,0.444,0,0,0.918,4
0.178,0.263,0.106,5.135,26.71,0.491,1,3,0.877,1
0.578,0.284,0.31,1.029,32.12,0.344,0,0,0.415,2
0.337,0.38,0.552,5.458,29.23,0.721,1,3,0.922,6
0.395,0.306,0.988,1.777,29.38,0.263,0,1,0.633,0
0.628,0.118,0.793,2.721,30.79,0.054,1,0,0.476,5
0.348,0.022,0.38,1.012,33.17,0.537,0,4,0.531,2
0.422,0.4,0.576,3.548,28.76,0.484,0,2,0.063,6
0.13,0.599,0.623,3.073,26.81,0.791,0,3,0.808,5
0.101,0.078,0.823,3.934,30.24,0.185,1,0,0.292,0
0.247,0.145,0.736,3.351,26.55,0.316,0,0,0.27,0
0.508,0.247,0.569,2.671,32.97,0.369,0,4,0.715,3
0.173,0.528,0.669,4.267,35.59,0.689,0,1,0.371,4
0.168,0.182,0.746,0.918,32.59,0.332,0,4,0.514,4
0.347,0.575,0.133,3.343,28.75,0.618,1,0,0.422,1
0.489,0.045,0.2,1.335,27.82,0.126,0,2,0.505,3
0.527,0.612,0.689,2.849,28.33,0.328,0,0,0.222,4
0.207,0.369,0.85,4.518,28.22,0.124,0,0,0.885,1
0.148,0.432,0.409,1.47,29.14,0.76,1,0,0.61,1
0.664,0.245,0.98,5.198,26.97,0.142,0,4,0.234,1
